play_type,team,time,play_description,period_id,game_id,home_team,home_location,home_nickname,home_score_total,away_team,away_location,away_nickname,away_score_total,goalie_change,penalty,on_ice_situation,score,minute_start,second_start,clock,leader,away_goals,home_goals,sec_from_start,power_play_seconds,time_elapsed,time_remaining,player_name_1,player_jersey_1,home_skaters,away_skaters,penalty_type,penalty_level,penalty_length,start_power_play,end_power_play,shot_result,player_name_2,player_name_3,player_jersey_2,player_jersey_3,shot_type,season
Goal,Buffalo Beauts,19:53,#24 Hailey BrowneEven StrengthEmpty Net3 - 1 BUF,3,40870, New York Riveters,"",New York Riveters,1, Buffalo Beauts,"",Buffalo Beauts,3,,0,Even Strength,3 - 1 BUF,19,53,0:07,BUF,3,1 ,3593,0,19:53,0:07,Hailey Browne,24,6,6,,,,2989,3109,made,,,,,,2016
Goalie,New York RivetersNYR,19:58,Returned Goalie #30 Jenny Scrivens,3,40870, New York Riveters,"",New York Riveters,1, Buffalo Beauts,"",Buffalo Beauts,3,Returned,0,Even Strength,3 - 1 BUF,19,58,0:02,BUF,3,1 ,3598,0,19:58,0:02,Returned Goalie  Jenny Scrivens,30,6,6,,,,2989,3109,,,,,,,2016
Goalie,Boston Pride,00:00,Starting Goalie #30 Lauren Slebodnick,1,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Lauren Slebodnick,30,5,5,,,,,,,,,,,,2016
Goalie,Buffalo Beauts,00:00,Starting Goalie #29 Brianne McLaughlin,1,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Brianne McLaughlin,29,5,5,,,,,,,,,,,,2016
Goal,Boston Pride,02:20,#3 Jillian Dempsey from #91 Rachel Llanes and #5 Kelly CookeEven Strength0 - 1 BOS,1,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,0 - 1 BOS,2,20,17:40,BOS,0,1 ,140,0,02:20,17:40,Jillian Dempsey,3,6,6,,,,,,made,Rachel Llanes,Kelly Cooke,91,5,,2016
Goal,Boston Pride,04:52,#3 Jillian Dempsey from #91 Rachel LlanesEven Strength0 - 2 BOS,1,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,0 - 2 BOS,4,52,15:08,BOS,0,2 ,292,0,04:52,15:08,Jillian Dempsey,3,6,6,,,,,,made,Rachel Llanes,,91,,,2016
Penalty,Boston Pride,05:07,#10 Blake Bolden Interference Minor 2 minsPower Play,1,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,1,Even Strength,0 - 2 BOS,5,7,14:53,BOS,0,2 ,307,120,05:07,14:53,Blake Bolden,10,6,6,Interference,Minor,2 mins,307,427,,,,,,,2016
PP Goal,Buffalo Beauts,05:08,#21 Devon Skeats from #24 Hailey Browne and #36 Kourtney KunichikaPower Play1 - 2 BOS,1,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,1 - 2 BOS,5,8,14:52,BOS,1,2 ,308,0,05:08,14:52,Devon Skeats,21,6,6,,,,307,427,made,Hailey Browne,Kourtney Kunichika,24,36,,2016
Goal,Boston Pride,14:46,#11 Jordan Smelker from #21 Hilary KnightEven Strength1 - 3 BOS,1,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,1 - 3 BOS,14,46,5:14,BOS,1,3 ,886,0,14:46,5:14,Jordan Smelker,11,6,6,,,,307,427,made,Hilary Knight,,21,,,2016
Goal,Boston Pride,17:20,#21 Hilary KnightEven Strength1 - 4 BOS,1,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,1 - 4 BOS,17,20,2:40,BOS,1,4 ,1040,0,17:20,2:40,Hilary Knight,21,6,6,,,,307,427,made,,,,,,2016
Goalie,Buffalo Beauts,17:58,#29 Brianne McLaughlin replaced by #34 Amanda Makela,1,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,1 - 4 BOS,17,58,2:02,BOS,1,4 ,1078,0,17:58,2:02,Brianne McLaughlin replaced,29,6,6,,,,307,427,,Amanda Makela,,34,,,2016
Goal,Boston Pride,17:58,#15 Emily Field from #21 Hilary KnightEven Strength1 - 5 BOS,1,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,1 - 5 BOS,17,58,2:02,BOS,1,5 ,1078,0,17:58,2:02,Emily Field,15,6,6,,,,307,427,made,Hilary Knight,,21,,,2016
Goal,Buffalo Beauts,19:22,#21 Devon SkeatsEven Strength2 - 5 BOS,1,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,2 - 5 BOS,19,22,0:38,BOS,2,5 ,1162,0,19:22,0:38,Devon Skeats,21,6,6,,,,307,427,made,,,,,,2016
Goalie,Buffalo Beauts,00:00,#34 Amanda Makela replaced by #34 Amanda Makela,2,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,2 - 5 BOS,0,0,20:00,BOS,2,5 ,1200,0,00:00,20:00,Amanda Makela replaced,34,6,6,,,,307,427,,Amanda Makela,,34,,,2016
Goalie,Boston Pride,00:00,#30 Lauren Slebodnick replaced by #30 Lauren Slebodnick,2,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,2 - 5 BOS,0,0,20:00,BOS,2,5 ,1200,0,00:00,20:00,Lauren Slebodnick replaced,30,6,6,,,,307,427,,Lauren Slebodnick,,30,,,2016
Penalty,Boston Pride,00:00,#2 Alyssa Gagliardi Cross-Checking Minor 2 minsPower Play,2,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,1,Even Strength,2 - 5 BOS,0,0,20:00,BOS,2,5 ,1200,120,00:00,20:00,Alyssa Gagliardi,2,6,6,Cross-Checking,Minor,2 mins,1200,1320,,,,,,,2016
Goal,Boston Pride,02:04,#16 Amanda Pelkey from #14 Brianna Decker and #22 Kacey BellamyEven Strength2 - 6 BOS,2,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,2 - 6 BOS,2,4,17:56,BOS,2,6 ,1324,0,02:04,17:56,Amanda Pelkey,16,6,6,,,,1200,1320,made,Brianna Decker,Kacey Bellamy,14,22,,2016
Goal,Buffalo Beauts,02:14,#36 Kourtney Kunichika from #24 Hailey BrowneEven Strength3 - 6 BOS,2,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,3 - 6 BOS,2,14,17:46,BOS,3,6 ,1334,0,02:14,17:46,Kourtney Kunichika,36,6,6,,,,1200,1320,made,Hailey Browne,,24,,,2016
Penalty,Buffalo Beauts,02:32,#21 Devon Skeats High-Sticking Minor 2 minsPower Play,2,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,1,Even Strength,3 - 6 BOS,2,32,17:28,BOS,3,6 ,1352,120,02:32,17:28,Devon Skeats,21,6,6,High-Sticking,Minor,2 mins,1352,1472,,,,,,,2016
Goalie,Boston Pride,00:00,#30 Lauren Slebodnick replaced by #30 Lauren Slebodnick,3,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,3 - 6 BOS,0,0,20:00,BOS,3,6 ,2400,0,00:00,20:00,Lauren Slebodnick replaced,30,6,6,,,,1352,1472,,Lauren Slebodnick,,30,,,2016
Goalie,Buffalo Beauts,00:00,#34 Amanda Makela replaced by #34 Amanda Makela,3,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,3 - 6 BOS,0,0,20:00,BOS,3,6 ,2400,0,00:00,20:00,Amanda Makela replaced,34,6,6,,,,1352,1472,,Amanda Makela,,34,,,2016
Penalty,Boston Pride,04:16,#23 Corinne Buie Tripping Minor 2 minsPower Play,3,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,1,Even Strength,3 - 6 BOS,4,16,15:44,BOS,3,6 ,2656,120,04:16,15:44,Corinne Buie,23,6,6,Tripping,Minor,2 mins,2656,2776,,,,,,,2016
PP Goal,Buffalo Beauts,05:00,#24 Hailey Browne from #21 Devon Skeats and #9 Megan BozekPower Play4 - 6 BOS,3,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,4 - 6 BOS,5,0,14:00,BOS,4,6 ,2700,0,05:00,14:00,Hailey Browne,24,6,6,,,,2656,2776,made,Devon Skeats,Megan Bozek,21,9,,2016
Goal,Buffalo Beauts,05:27,#21 Devon Skeats from #24 Hailey Browne and #36 Kourtney KunichikaEven Strength5 - 6 BOS,3,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,5 - 6 BOS,5,27,14:33,BOS,5,6 ,2727,0,05:27,14:33,Devon Skeats,21,6,6,,,,2656,2776,made,Hailey Browne,Kourtney Kunichika,24,36,,2016
Goalie,Boston Pride,05:32,#30 Lauren Slebodnick replaced by #29 Brittany Ott,3,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,5 - 6 BOS,5,32,14:28,BOS,5,6 ,2732,0,05:32,14:28,Lauren Slebodnick replaced,30,6,6,,,,2656,2776,,Brittany Ott,,29,,,2016
Penalty,Boston Pride,06:07,#14 Brianna Decker Hooking Minor 2 minsPower Play,3,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,1,Even Strength,5 - 6 BOS,6,7,13:53,BOS,5,6 ,2767,120,06:07,13:53,Brianna Decker,14,6,6,Hooking,Minor,2 mins,2767,2887,,,,,,,2016
Penalty,Boston Pride,06:53,#22 Kacey Bellamy Cross-Checking Minor 2 minsPower Play,3,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,1,Even Strength,5 - 6 BOS,6,53,13:07,BOS,5,6 ,2813,120,06:53,13:07,Kacey Bellamy,22,6,6,Cross-Checking,Minor,2 mins,2813,2933,,,,,,,2016
Penalty,Buffalo Beauts,08:08,#7 Emily Pfalzer Slashing Minor 2 minsPower Play,3,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,1,Even Strength,5 - 6 BOS,8,8,11:52,BOS,5,6 ,2888,120,08:08,11:52,Emily Pfalzer,7,6,6,Slashing,Minor,2 mins,2888,3008,,,,,,,2016
Goal,Boston Pride,10:43,#91 Rachel Llanes from #5 Kelly Cooke and #10 Blake BoldenEven Strength5 - 7 BOS,3,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,5 - 7 BOS,10,43,9:17,BOS,5,7 ,3043,0,10:43,9:17,Rachel Llanes,91,6,6,,,,2888,3008,made,Kelly Cooke,Blake Bolden,5,10,,2016
Penalty,Boston Pride,15:10,#21 Hilary Knight Slashing Minor 2 minsPower Play,3,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,1,Even Strength,5 - 7 BOS,15,10,4:50,BOS,5,7 ,3310,120,15:10,4:50,Hilary Knight,21,6,6,Slashing,Minor,2 mins,3310,3430,,,,,,,2016
Goal,Buffalo Beauts,19:00,#7 Emily Pfalzer from #13 Shelby Bram and #36 Kourtney KunichikaEven Strength6 - 7 BOS,3,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,0,Even Strength,6 - 7 BOS,19,0,0:00,BOS,6,7 ,3540,0,19:00,0:00,Emily Pfalzer,7,6,6,,,,3310,3430,made,Shelby Bram,Kourtney Kunichika,13,36,,2016
Penalty,Buffalo Beauts,19:41,#24 Hailey Browne Kneeing Minor 2 minsPower Play,3,40875, Boston Pride,"",Boston Pride,7, Buffalo Beauts,"",Buffalo Beauts,6,,1,Even Strength,6 - 7 BOS,19,41,0:19,BOS,6,7 ,3581,120,19:41,0:19,Hailey Browne Kneeing,24,6,6,,Minor,2 mins,3581,3701,,,,,,,2016
Goalie,Boston Pride,00:00,Starting Goalie #29 Brittany Ott,1,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Brittany Ott,29,5,5,,,,,,,,,,,,2016
Goalie,New York RivetersNYR,00:00,Starting Goalie #30 Jenny Scrivens,1,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Jenny Scrivens,30,5,5,,,,,,,,,,,,2016
Penalty,Boston Pride,02:17,#21 Hilary Knight Hooking Minor 2 minsPower Play,1,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 0 T,2,17,17:43,T,0,0,137,120,02:17,17:43,Hilary Knight,21,6,6,Hooking,Minor,2 mins,137,257,,,,,,,2016
Penalty,New York RivetersNYR,04:30,#91 Taylor Holze Hooking Minor 2 minsPower Play,1,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 0 T,4,30,15:30,T,0,0,270,120,04:30,15:30,Taylor Holze,91,6,6,Hooking,Minor,2 mins,270,390,,,,,,,2016
Goalie,New York RivetersNYR,00:00,#30 Jenny Scrivens replaced by #30 Jenny Scrivens,2,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,1200,0,00:00,20:00,Jenny Scrivens replaced,30,6,6,,,,270,390,,Jenny Scrivens,,30,,,2016
Goalie,Boston Pride,00:00,#29 Brittany Ott replaced by #29 Brittany Ott,2,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,1200,0,00:00,20:00,Brittany Ott replaced,29,6,6,,,,270,390,,Brittany Ott,,29,,,2016
Penalty,Boston Pride,03:58,#19 Gigi Marvin Holding Minor 2 minsPower Play,2,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 0 T,3,58,16:02,T,0,0,1438,120,03:58,16:02,Gigi Marvin,19,6,6,Holding,Minor,2 mins,1438,1558,,,,,,,2016
Penalty,Boston Pride,07:58,#15 Emily Field Hooking Minor 2 minsPower Play,2,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 0 T,7,58,12:02,T,0,0,1678,120,07:58,12:02,Emily Field,15,6,6,Hooking,Minor,2 mins,1678,1798,,,,,,,2016
Penalty,Boston Pride,14:12,#44 Zoe Hickel Boarding Minor 2 minsPower Play,2,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 0 T,14,12,5:48,T,0,0,2052,120,14:12,5:48,Zoe Hickel Boarding,44,6,6,,Minor,2 mins,2052,2172,,,,,,,2016
Penalty,New York RivetersNYR,17:06,#9 Ludmila Belyakova Elbowing Minor 2 minsPower Play,2,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 0 T,17,6,2:54,T,0,0,2226,120,17:06,2:54,Ludmila Belyakova Elbowing,9,6,6,,Minor,2 mins,2226,2346,,,,,,,2016
Goalie,New York RivetersNYR,00:00,#30 Jenny Scrivens replaced by #30 Jenny Scrivens,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,2400,0,00:00,20:00,Jenny Scrivens replaced,30,6,6,,,,2226,2346,,Jenny Scrivens,,30,,,2016
Goalie,Boston Pride,00:00,#29 Brittany Ott replaced by #29 Brittany Ott,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,2400,0,00:00,20:00,Brittany Ott replaced,29,6,6,,,,2226,2346,,Brittany Ott,,29,,,2016
Penalty,Boston Pride,00:12,#91 Rachel Llanes Roughing Minor 2 minsPower Play,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 0 T,0,12,19:48,T,0,0,2412,120,00:12,19:48,Rachel Llanes,91,6,6,Roughing,Minor,2 mins,2412,2532,,,,,,,2016
Penalty,New York RivetersNYR,00:12,#24 Celeste Brown Holding Minor 2 minsPower Play,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 0 T,0,12,19:48,T,0,0,2412,120,00:12,19:48,Celeste Brown,24,6,6,Holding,Minor,2 mins,2412,2532,,,,,,,2016
Penalty,Boston Pride,06:14,#22 Kacey Bellamy Slashing Minor 2 minsPower Play,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 0 T,6,14,13:46,T,0,0,2774,120,06:14,13:46,Kacey Bellamy,22,6,6,Slashing,Minor,2 mins,2774,2894,,,,,,,2016
Goal,Boston Pride,09:38,#3 Jillian Dempsey from #10 Blake BoldenEven Strength0 - 1 BOS,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 1 BOS,9,38,10:22,BOS,0,1 ,2978,0,09:38,10:22,Jillian Dempsey,3,6,6,,,,2774,2894,made,Blake Bolden,,10,,,2016
Penalty,Boston Pride,15:36,#22 Kacey Bellamy Roughing Minor 2 minsPower Play,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 1 BOS,15,36,4:24,BOS,0,1 ,3336,120,15:36,4:24,Kacey Bellamy,22,6,6,Roughing,Minor,2 mins,3336,3456,,,,,,,2016
Penalty,New York RivetersNYR,15:36,#28 Beth Hanrahan Roughing Minor 2 minsPower Play,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 1 BOS,15,36,4:24,BOS,0,1 ,3336,120,15:36,4:24,Beth Hanrahan,28,6,6,Roughing,Minor,2 mins,3336,3456,,,,,,,2016
Goalie,New York RivetersNYR,16:59,Pulled Goalie #30 Jenny Scrivens,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,Pulled,0,Even Strength,0 - 1 BOS,16,59,3:01,BOS,0,1 ,3419,0,16:59,3:01,Pulled Goalie  Jenny Scrivens,30,6,6,,,,3336,3456,,,,,,,2016
Goalie,New York RivetersNYR,17:48,Returned Goalie #30 Jenny Scrivens,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,Returned,0,Even Strength,0 - 1 BOS,17,48,2:12,BOS,0,1 ,3468,0,17:48,2:12,Returned Goalie  Jenny Scrivens,30,6,6,,,,3336,3456,,,,,,,2016
Goal,Boston Pride,17:48,#21 Hilary KnightEven StrengthEmpty Net0 - 2 BOS,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 2 BOS,17,48,2:12,BOS,0,2 ,3468,0,17:48,2:12,Hilary Knight,21,6,6,,,,3336,3456,made,,,,,,2016
Goal,New York RivetersNYR,17:57,#18 Meghan Fardelmann from #10 Ashley Johnston and #12 Janine WeberEven Strength1 - 2 BOS,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,0,Even Strength,1 - 2 BOS,17,57,2:03,BOS,1,2 ,3477,0,17:57,2:03,Meghan Fardelmann,18,6,6,,,,3336,3456,made,Ashley Johnsn,Janine Weber,10,12,,2016
Goal,Boston Pride,18:40,#16 Amanda Pelkey from #14 Brianna Decker and #19 Gigi MarvinEven Strength1 - 3 BOS,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,0,Even Strength,1 - 3 BOS,18,40,1:20,BOS,1,3 ,3520,0,18:40,1:20,Amanda Pelkey,16,6,6,,,,3336,3456,made,Brianna Decker,Gigi Marvin,14,19,,2016
Goalie,New York RivetersNYR,19:22,Pulled Goalie #30 Jenny Scrivens,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,Pulled,0,Even Strength,1 - 3 BOS,19,22,0:38,BOS,1,3 ,3562,0,19:22,0:38,Pulled Goalie  Jenny Scrivens,30,6,6,,,,3336,3456,,,,,,,2016
Goalie,New York RivetersNYR,19:28,Returned Goalie #30 Jenny Scrivens,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,Returned,0,Even Strength,1 - 3 BOS,19,28,0:32,BOS,1,3 ,3568,0,19:28,0:32,Returned Goalie  Jenny Scrivens,30,6,6,,,,3336,3456,,,,,,,2016
Goal,Boston Pride,19:28,#21 Hilary Knight from #23 Corinne BuieEven StrengthEmpty Net1 - 4 BOS,3,40874, Boston Pride,"",Boston Pride,4, New York Riveters,"",New York Riveters,1,,0,Even Strength,1 - 4 BOS,19,28,0:32,BOS,1,4 ,3568,0,19:28,0:32,Hilary Knight,21,6,6,,,,3336,3456,made,Corinne Buie,,23,,,2016
Goalie,Buffalo Beauts,00:00,Starting Goalie #34 Amanda Makela,1,40876, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,2,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Amanda Makela,34,5,5,,,,,,,,,,,,2016
Goalie,Connecticut Whale,00:00,Starting Goalie #32 Jaimie Leonoff,1,40876, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,2,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Jaimie Leonoff,32,5,5,,,,,,,,,,,,2016
Goal,Buffalo Beauts,00:51,#10 Meghan Duggan from #20 Erin Zach and #7 Emily PfalzerEven Strength1 - 0 BUF,1,40876, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,2,,0,Even Strength,1 - 0 BUF,0,51,19:09,BUF,1,0 ,51,0,00:51,19:09,Meghan Duggan,10,6,6,,,,,,made,Erin Zach,Emily Pfalzer,20,7,,2016
Penalty,Buffalo Beauts,14:13,#24 Hailey Browne Tripping Minor 2 minsPower Play,1,40876, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,2,,1,Even Strength,1 - 0 BUF,14,13,5:47,BUF,1,0 ,853,120,14:13,5:47,Hailey Browne,24,6,6,Tripping,Minor,2 mins,853,973,,,,,,,2016
Penalty,Connecticut Whale,16:07,#13 Kaleigh Fratkin Tripping Minor 2 minsPower Play,1,40876, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,2,,1,Even Strength,1 - 0 BUF,16,7,3:53,BUF,1,0 ,967,120,16:07,3:53,Kaleigh Fratkin,13,6,6,Tripping,Minor,2 mins,967,1087,,,,,,,2016
Goalie,Connecticut Whale,00:00,#32 Jaimie Leonoff replaced by #32 Jaimie Leonoff,2,40876, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,2,,0,Even Strength,1 - 0 BUF,0,0,20:00,BUF,1,0 ,1200,0,00:00,20:00,Jaimie Leonoff replaced,32,6,6,,,,967,1087,,Jaimie Leonoff,,32,,,2016
Goalie,Buffalo Beauts,00:00,#34 Amanda Makela replaced by #34 Amanda Makela,2,40876, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,2,,0,Even Strength,1 - 0 BUF,0,0,20:00,BUF,1,0 ,1200,0,00:00,20:00,Amanda Makela replaced,34,6,6,,,,967,1087,,Amanda Makela,,34,,,2016
Penalty,Connecticut Whale,04:44,#22 Danielle Ward Slashing Minor 2 minsPower Play,2,40876, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,2,,1,Even Strength,1 - 0 BUF,4,44,15:16,BUF,1,0 ,1484,120,04:44,15:16,Danielle Ward,22,6,6,Slashing,Minor,2 mins,1484,1604,,,,,,,2016
Penalty,Buffalo Beauts,04:44,#24 Hailey Browne Slashing Minor 2 minsPower Play,2,40876, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,2,,1,Even Strength,1 - 0 BUF,4,44,15:16,BUF,1,0 ,1484,120,04:44,15:16,Hailey Browne,24,6,6,Slashing,Minor,2 mins,1484,1604,,,,,,,2016
Penalty,Connecticut Whale,05:01,#9 Molly Engstrom Illegal Check to the Head Major 5 minsPower Play,2,40876, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,2,,1,Even Strength,1 - 0 BUF,5,1,14:59,BUF,1,0 ,1501,300,05:01,14:59,Molly Engstrom Illegal   the Head,9,6,6,Check,Major,5 mins,1501,1801,,,,,,,2016
Penalty,Connecticut Whale,05:01,#9 Molly Engstrom Game Misconduct Game Misconduct 10 mins,2,40876, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,2,,1,Even Strength,1 - 0 BUF,5,1,14:59,BUF,1,0 ,1501,0,05:01,14:59,Molly Engstrom,9,6,6,Game Misconduct,,0 mins,1501,1501,,,,,,,2016
PP Goal,Buffalo Beauts,06:30,#13 Shelby Bram from #14 Kelly McDonald and #36 Kourtney KunichikaPower Play2 - 0 BUF,2,40876, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,2,,0,Even Strength,2 - 0 BUF,6,30,13:30,BUF,2,0 ,1590,0,06:30,13:30,Shelby Bram,13,6,6,,,,1501,1501,made,Kelly McDonald,Kourtney Kunichika,14,36,,2016
Penalty,Buffalo Beauts,10:30,#21 Devon Skeats Hooking Minor 2 minsPower Play,2,40876, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,2,,1,Even Strength,2 - 0 BUF,10,30,9:30,BUF,2,0 ,1830,120,10:30,9:30,Devon Skeats,21,6,6,Hooking,Minor,2 mins,1830,1950,,,,,,,2016
PP Goal,Connecticut Whale,10:53,#28 Sam Faber from #32 Jaimie LeonoffPower Play2 - 1 BUF,2,40876, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,2,,0,Even Strength,2 - 1 BUF,10,53,9:07,BUF,2,1 ,1853,0,10:53,9:07,Sam Faber,28,6,6,,,,1830,1950,made,Jaimie Leonoff,,32,,,2016
Penalty,Connecticut Whale,11:14,#22 Danielle Ward Interference Minor 2 minsPower Play,2,40876, Connecticut Whale,"",Connecticut Whale,3, Buffalo Beauts,"",Buffalo Beauts,2,,1,Even Strength,2 - 1 BUF,11,14,8:46,BUF,2,1 ,1874,120,11:14,8:46,Danielle Ward,22,6,6,Interference,Minor,2 mins,1874,1994,,,,,,,2016
